1537354087605;-15524;-3952;6516
1537354087607;-15636;-4040;6572
1537354087609;-15604;-4232;6484
1537354087611;-15800;-4220;6552
1537354087613;-15832;-4328;6484
1537354087615;-15868;-4388;6620
1537354087617;-15980;-4540;6600
1537354087619;-16088;-4520;6532
1537354087621;-16264;-4572;6368
1537354087623;-16276;-4640;6424
1537354087625;-16220;-4576;6508
1537354087628;-16316;-4532;6448
1537354087630;-16220;-4548;6416
1537354087632;-16336;-4448;6368
1537354087634;-16248;-4424;6300
1537354087636;-16212;-4396;6176
1537354087638;-16144;-4432;6116
1537354087640;-16248;-4276;6248
1537354087642;-16048;-4400;6080
1537354087644;-16164;-4396;6120
1537354087646;-16072;-4340;5756
1537354087648;-16016;-4352;5736
1537354087651;-15980;-4356;5564
1537354087653;-15960;-4364;5396
1537354087655;-15996;-4416;5292
1537354087657;-15808;-4404;5312
1537354087659;-15888;-4288;5180
1537354087661;-15948;-4264;4952
1537354087663;-15840;-4244;4820
1537354087665;-15868;-4200;4708
1537354087667;-15888;-4000;4780
1537354087669;-15988;-3960;4648
1537354087671;-15880;-3924;4692
1537354087673;-15888;-3848;4760
1537354087675;-15900;-3736;4740
1537354087678;-15788;-3752;4684
1537354087680;-15784;-3744;4824
1537354087682;-15652;-3568;4812
1537354087684;-15720;-3568;4900
1537354087686;-15704;-3648;4996
1537354087688;-15624;-3664;5144
1537354087690;-15680;-3560;5168
1537354087692;-15628;-3496;5156
1537354087694;-15540;-3492;5360
1537354087696;-15496;-3540;5544
1537354087698;-15492;-3556;5624
1537354087700;-15528;-3400;5636
1537354087702;-15536;-3560;5680
1537354087705;-15460;-3632;5636
1537354087707;-15712;-3532;5680
1537354087709;-15844;-3436;5828
1537354087711;-15744;-3552;5864
1537354087713;-15684;-3448;5820
1537354087715;-15596;-3568;6092
1537354087717;-15792;-3540;6020
1537354087719;-15592;-3568;6072
1537354087721;-15548;-3724;6100
1537354087723;-15732;-3532;5924
1537354087725;-15888;-3540;6196
1537354087727;-15788;-3948;6256
1537354087729;-15580;-3788;6660
1537354087732;-15676;-3820;6836
1537354087734;-15656;-4008;6728
1537354087736;-15452;-4064;6768
1537354087738;-15396;-4188;6756
1537354087740;-15528;-4100;6852
1537354087742;-15604;-4124;6728
1537354087744;-15012;-4228;6864
1537354087746;-15160;-4284;6860
1537354087748;-15220;-4176;6828
1537354087750;-15004;-4340;6808
1537354087752;-15136;-4176;7144
1537354087754;-14836;-4180;6828
1537354087756;-14672;-4140;7072
1537354087759;-14660;-4020;6924
1537354087761;-14656;-4000;6868
1537354087763;-14608;-4108;6996
1537354087765;-14692;-4068;6616
1537354087767;-14528;-3940;6768
1537354087769;-14604;-3676;6792
1537354087771;-14408;-3424;6852
1537354087773;-14652;-3464;6972
1537354087775;-14516;-3252;6664
1537354087777;-14488;-3280;6696
1537354087779;-14532;-3104;6616
1537354087781;-14584;-2944;6308
1537354087784;-14372;-2884;6480
1537354087786;-14420;-2776;6540
1537354087788;-14496;-2556;6348
1537354087790;-14468;-2356;6552
1537354087792;-14780;-2176;6444
1537354087794;-14476;-2440;6528
1537354087796;-14720;-2440;6076
1537354087798;-14540;-2456;6272
1537354087800;-14700;-2352;6040
1537354087802;-14848;-2196;5900
1537354087804;-14860;-2304;6068
1537354087806;-14672;-2448;5856
1537354087809;-14780;-2520;5744
1537354087811;-14936;-2624;5860
1537354087813;-14988;-2272;5832
1537354087815;-14876;-2480;5516
1537354087817;-14756;-2868;5348
1537354087819;-14784;-2660;5216
1537354087821;-15292;-2380;5152
1537354087823;-14992;-2536;5152
1537354087825;-14852;-2572;5092
1537354087827;-15100;-2400;5032
1537354087829;-14992;-2420;5016
1537354087831;-14968;-2292;4700
1537354087833;-15028;-2188;4772
1537354087836;-14864;-2180;4824
1537354087838;-14660;-1956;4632
1537354087840;-14860;-1732;4572
1537354087842;-14868;-1788;4800
1537354087844;-14632;-1576;4744
1537354087846;-14608;-1792;4812
1537354087848;-14604;-1724;4896
1537354087850;-14556;-1720;4980
1537354087852;-14400;-1800;5124
1537354087854;-14428;-1580;5408
1537354087856;-14300;-1500;5448
1537354087858;-14436;-1640;5624
1537354087860;-14412;-1564;5856
1537354087863;-14352;-1932;5712
1537354087865;-14264;-1828;5984
1537354087867;-14348;-1708;5892
1537354087869;-14240;-1792;6048
1537354087871;-14356;-2048;6092
1537354087873;-14276;-2120;6076
1537354087875;-14324;-2172;6004
1537354087877;-14280;-2384;6184
1537354087879;-14152;-2268;6360
1537354087881;-14408;-2264;6456
1537354087883;-14172;-2412;6452
1537354087885;-14056;-2544;6652
1537354087887;-14116;-2492;6640
1537354087890;-14184;-2620;6628
1537354087892;-14024;-2772;6496
1537354087894;-13952;-2756;6424
1537354087896;-14204;-2788;6604
1537354087898;-14056;-2932;6528
1537354087900;-14256;-2976;6632
1537354087902;-14148;-3056;6432
1537354087904;-14196;-3004;6692
1537354087906;-13996;-3064;6648
1537354087908;-14340;-3204;6476
1537354087910;-14452;-3100;6384
1537354087912;-14516;-3184;6304
1537354087915;-14484;-3144;6192
1537354087917;-14256;-3276;6244
1537354087919;-14304;-3308;6168
1537354087921;-14420;-3344;6416
1537354087923;-14300;-3528;6200
1537354087925;-14552;-3500;6120
1537354087927;-14472;-3656;6068
1537354087929;-14552;-3568;5916
1537354087931;-14416;-3664;5816
1537354087933;-14476;-3488;6056
1537354087935;-14300;-3716;6028
1537354087937;-14356;-3788;6300
1537354087939;-14268;-3736;6264
1537354087942;-14376;-3816;6452
1537354087944;-14356;-3632;6456
1537354087946;-14408;-3564;6212
1537354087948;-14268;-3564;6168
1537354087950;-14204;-3584;6060
1537354087952;-14164;-3568;6224
1537354087954;-14016;-3688;6348
1537354087956;-14120;-3588;6216
1537354087958;-13980;-3604;6244
1537354087960;-13980;-3680;6040
1537354087962;-13960;-3664;6240
1537354087964;-13928;-3852;6236
1537354087967;-13768;-3764;6296
1537354087969;-13788;-3736;6152
1537354087971;-13676;-3996;6324
1537354087973;-13676;-3892;6176
1537354087975;-13860;-3912;6124
1537354087977;-13932;-3940;6080
1537354087979;-13956;-3940;6156
1537354087981;-13948;-3896;6056
1537354087983;-14144;-3868;5924
1537354087985;-14068;-3868;5756
1537354087987;-14080;-3852;5812
1537354087989;-14260;-3924;5848
1537354087991;-14184;-3684;5672
1537354087994;-14100;-3696;5512
1537354087996;-14160;-3612;5376
1537354087998;-14164;-3604;5328
1537354088000;-14192;-3664;5100
1537354088002;-14128;-3496;4972
1537354088004;-14208;-3512;5008
1537354088006;-14148;-3472;5056
1537354088008;-14308;-3416;5024
1537354088010;-14272;-3392;4864
1537354088012;-14128;-3424;4704
1537354088014;-14240;-3412;4772
1537354088016;-14156;-3420;4596
1537354088018;-14188;-3516;4588
1537354088021;-14204;-3432;4548
1537354088023;-14164;-3392;4648
1537354088025;-14208;-3492;4456
1537354088027;-14140;-3404;4616
1537354088029;-14152;-3536;4596
1537354088031;-14196;-3368;4556
1537354088033;-14160;-3436;4396
1537354088035;-14108;-3596;4644
1537354088037;-14260;-3484;4692
1537354088039;-14336;-3432;4608
1537354088041;-14188;-3496;4768
1537354088043;-14120;-3524;4972
1537354088046;-14296;-3448;4916
1537354088048;-14144;-3408;5004
1537354088050;-14224;-3408;5340
1537354088052;-14344;-3484;5372
1537354088054;-14528;-3296;5512
1537354088056;-14408;-3168;5176
1537354088058;-14164;-3284;5420
1537354088060;-14272;-3192;5784
1537354088062;-14544;-3048;5904
1537354088064;-14712;-2968;5632
1537354088066;-14692;-2788;5524
1537354088068;-14768;-2840;5576
1537354088071;-14748;-2588;5652
1537354088073;-14832;-2484;5748
1537354088075;-15016;-2508;5716
1537354088077;-14948;-2364;5596
1537354088079;-15148;-2244;5540
1537354088081;-15208;-2256;5652
1537354088083;-15464;-2220;5572
1537354088085;-15564;-2116;5608
1537354088087;-15648;-2164;5672
1537354088089;-15708;-2232;5560
1537354088091;-15820;-2220;5884
1537354088093;-16048;-2216;5856
1537354088095;-16104;-2420;5840
1537354088098;-16160;-2524;5792
1537354088100;-16248;-2464;6104
1537354088102;-16328;-2420;6108
1537354088104;-16312;-2728;6292
1537354088106;-16248;-2728;6348
1537354088108;-16328;-2732;6492
1537354088110;-16392;-2636;6768
1537354088113;-16340;-2684;6804
1537354088114;-16448;-2896;7124
1537354088116;-16416;-2668;7204
1537354088118;-16384;-2828;7252
1537354088120;-16432;-2668;7208
1537354088122;-16328;-2648;7484
1537354088125;-16384;-2584;7448
1537354088127;-16420;-2480;7716
1537354088129;-16204;-2196;7680
1537354088131;-16348;-2116;7864
1537354088133;-16132;-1920;7652
1537354088135;-16212;-1780;7860
1537354088137;-16272;-1692;7672
1537354088139;-16220;-1572;7736
1537354088141;-15640;-1820;7696
1537354088143;-16952;-572;8616
1537354088145;-17040;-1532;7420
1537354088147;-16496;-1248;7172
1537354088149;-16604;-1400;7552
1537354088152;-16556;-1556;7596
1537354088154;-16752;-1396;7456
1537354088156;-16964;-1108;7560
1537354088158;-16792;-1344;7480
1537354088160;-17196;-1416;7616
1537354088162;-17440;-1496;7496
1537354088164;-17388;-1492;7512
1537354088166;-17404;-1496;7508
1537354088168;-17568;-1552;7440
1537354088170;-17620;-1492;7288
1537354088172;-17608;-1440;7276
1537354088174;-17584;-1500;7308
1537354088176;-17428;-1380;6924
1537354088178;-17296;-1364;6784
1537354088181;-17176;-1236;6456
1537354088183;-17044;-1380;6320
1537354088185;-16784;-1356;6144
1537354088187;-16720;-1284;5880
1537354088189;-16520;-1352;5520
1537354088191;-16472;-1372;5312
1537354088193;-16324;-1336;5276
1537354088195;-15900;-1536;4900
1537354088197;-15844;-1564;4560
1537354088199;-15592;-1612;4452
1537354088201;-15504;-1604;4284
1537354088204;-15276;-1728;4036
1537354088206;-15164;-1700;3872
1537354088208;-15040;-1784;3856
1537354088210;-14776;-1892;3784
1537354088212;-14696;-1900;3524
1537354088214;-14632;-1992;3476
1537354088216;-14336;-1996;3324
1537354088218;-14192;-2048;3436
1537354088220;-14004;-1972;3392
1537354088222;-14084;-1968;3368
1537354088224;-13900;-2000;3184
1537354088226;-13920;-2288;3156
1537354088228;-13792;-2108;3172
1537354088231;-13880;-2248;3248
1537354088233;-13724;-2204;3384
1537354088235;-13788;-2332;3496
1537354088237;-13800;-2472;3604
1537354088239;-13788;-2512;3592
1537354088241;-13784;-2600;3784
1537354088243;-14020;-2548;3764
1537354088245;-14180;-2660;4060
1537354088247;-14108;-2740;4240
1537354088249;-14028;-2892;4248
1537354088251;-14132;-2816;4436
1537354088253;-14208;-2972;4636
1537354088256;-14152;-2848;4680
1537354088258;-14236;-2816;4828
1537354088260;-14368;-2836;4932
1537354088262;-14440;-2932;5096
1537354088264;-14388;-2844;5064
1537354088266;-14040;-2824;5060
1537354088268;-16116;-2984;5284
1537354088270;-11428;-3340;3776
1537354088272;-13924;-1780;4952
1537354088274;-16792;-2376;5584
1537354088276;-15092;-2568;5012
1537354088278;-15168;-2624;4840
1537354088280;-14844;-2564;4748
1537354088283;-15072;-2496;4616
1537354088285;-15376;-2320;4676
1537354088287;-15136;-2276;5152
1537354088289;-15136;-2172;4908
1537354088291;-15084;-2228;4828
1537354088293;-15196;-2076;4988
1537354088295;-15640;-2268;5224
1537354088297;-15404;-2344;5360
1537354088299;-15420;-2184;5408
1537354088301;-15648;-2144;5376
1537354088303;-15564;-2144;5180
1537354088305;-15700;-1992;5356
1537354088307;-15672;-1912;5364
1537354088310;-15800;-1804;5396
1537354088312;-15592;-1656;5460
1537354088314;-15828;-1772;5388
1537354088316;-15888;-1576;5188
1537354088318;-15844;-1564;5224
1537354088320;-15764;-1404;5368
1537354088322;-15856;-1092;5016
1537354088324;-15672;-1076;4964
1537354088326;-15832;-1064;4512
1537354088328;-15672;-816;4728
1537354088330;-15548;-924;4508
1537354088332;-15616;-1000;4384
1537354088335;-15772;-868;4300
1537354088337;-15444;-784;4240
1537354088339;-15548;-1064;4204
1537354088341;-15436;-952;4264
1537354088343;-15212;-1064;4184
1537354088345;-15168;-1268;4348
1537354088347;-15208;-1376;4512
1537354088349;-15024;-1432;4672
1537354088351;-15072;-1432;4768
1537354088353;-15196;-1732;4656
1537354088355;-15200;-1976;4852
1537354088357;-15152;-2120;4692
1537354088359;-15332;-2436;4812
1537354088362;-15416;-2624;4864
1537354088364;-15508;-2948;4920
1537354088366;-15684;-2976;5160
1537354088368;-15772;-3372;5380
1537354088370;-15688;-3688;5420
1537354088372;-15824;-3792;5676
1537354088374;-15852;-3964;6112
1537354088376;-15844;-3876;5992
1537354088378;-15828;-4044;5820
1537354088380;-15784;-4024;5904
1537354088382;-15828;-4140;5640
1537354088384;-15868;-3984;5792
1537354088386;-15940;-4052;5500
1537354088389;-15900;-4120;5360
1537354088391;-15784;-3972;5336
1537354088393;-15852;-3920;5444
1537354088395;-15876;-3904;5268
1537354088397;-15828;-4044;5232
1537354088399;-15868;-3952;5156
1537354088401;-15736;-3760;5072
1537354088403;-15992;-3744;5184
1537354088405;-16024;-3596;4880
1537354088407;-16044;-3508;4660
1537354088409;-15992;-3432;4616
1537354088411;-15848;-3304;4288
1537354088413;-15928;-3296;4012
1537354088415;-16048;-3200;3840
1537354088418;-16060;-3192;3308
1537354088420;-16036;-3060;3192
1537354088422;-16012;-3124;2796
1537354088424;-15848;-3132;2584
1537354088426;-15984;-2900;2404
1537354088428;-15908;-3000;2044
1537354088430;-15772;-2876;1824
1537354088432;-15916;-2868;1796
1537354088434;-15964;-3104;1588
1537354088436;-15920;-2936;1720
1537354088438;-15968;-3000;1616
1537354088440;-15948;-3160;1616
1537354088443;-15780;-2996;1352
1537354088445;-16148;-3104;1440
1537354088447;-16408;-3296;1468
1537354088449;-16276;-3532;1212
1537354088451;-16232;-3300;972
1537354088453;-16308;-3296;1008
1537354088455;-16440;-3344;1256
1537354088457;-16336;-3280;1112
1537354088459;-16604;-2960;988
1537354088461;-17052;-3160;1332
1537354088463;-16916;-3076;1188
1537354088466;-17128;-3160;1100
1537354088468;-17084;-2996;884
1537354088470;-17120;-3408;1060
1537354088472;-16944;-3312;780
1537354088474;-16920;-3396;824
1537354088476;-16772;-3168;888
1537354088478;-16824;-3056;836
1537354088480;-17056;-3484;1020
1537354088482;-17156;-3276;1280
1537354088484;-17136;-3176;1636
1537354088486;-17084;-3180;1884
1537354088488;-17320;-3168;1932
1537354088490;-17376;-3088;1772
1537354088493;-17080;-2892;1872
1537354088495;-17200;-2884;1960
1537354088497;-17080;-2880;1892
1537354088499;-17096;-2740;1752
1537354088501;-16952;-2908;2000
1537354088503;-16700;-2776;1988
1537354088505;-16620;-2812;2164
1537354088507;-16440;-2852;2276
1537354088509;-16352;-2744;2156
1537354088511;-16196;-2780;2112
1537354088513;-15972;-2812;1924
1537354088515;-15932;-2704;1796
1537354088517;-15852;-2692;1972
1537354088520;-15684;-2700;1860
1537354088522;-15468;-2820;2428
1537354088524;-15320;-2640;2712
1537354088526;-15256;-2704;2888
1537354088528;-15164;-2796;3056
1537354088530;-15044;-2516;2836
1537354088532;-14968;-2308;3016
1537354088534;-15252;-2340;3268
1537354088536;-15056;-2056;3172
1537354088538;-14844;-2048;3272
1537354088540;-15024;-1924;3524
1537354088542;-15124;-1600;3376
1537354088544;-15228;-1536;3600
1537354088547;-15120;-1184;3928
1537354088549;-15180;-988;3892
1537354088551;-15364;-812;4000
1537354088553;-15456;-848;3320
1537354088555;-15412;-356;3196
1537354088557;-15528;-580;3056
1537354088559;-15588;-216;2948
1537354088561;-15708;48;2972
1537354088563;-15500;120;2872
1537354088565;-15524;328;2656
1537354088567;-15568;424;2572
1537354088569;-15968;592;2484
1537354088571;-15940;592;2492
1537354088574;-15968;724;2212
1537354088576;-16092;740;1916
1537354088578;-16032;804;1836
1537354088580;-16140;680;1868
1537354088582;-16260;740;1852
1537354088584;-16376;716;1776
1537354088586;-16600;392;1876
1537354088588;-16548;252;1936
1537354088590;-16780;-104;1880
1537354088592;-17020;-256;2068
1537354088594;-16776;-444;2248
1537354088596;-17188;-904;2460
1537354088599;-17272;-964;2524
1537354088601;-17040;-1240;2724
1537354088603;-17292;-1412;2860
1537354088605;-17160;-1548;2896
1537354088607;-17140;-1496;3420
1537354088609;-17100;-1792;3724
1537354088611;-17272;-1728;4132
1537354088613;-17088;-1968;4160
1537354088615;-16964;-2204;4152
1537354088617;-17024;-2048;4476
1537354088619;-16808;-2028;4464
1537354088621;-16844;-2132;4436
1537354088624;-17180;-2196;4496
1537354088626;-17000;-2188;4176
1537354088628;-16912;-1916;4460
1537354088630;-16860;-2140;4668
1537354088632;-16856;-2060;4792
1537354088634;-16640;-2132;4960
1537354088636;-16616;-2012;5092
1537354088638;-16548;-1948;5340
1537354088640;-16228;-1872;5388
1537354088642;-16200;-1628;5564
1537354088644;-16052;-1712;5612
1537354088646;-16028;-1888;5644
1537354088648;-16052;-1820;5508
1537354088651;-16048;-1584;5656
1537354088653;-16044;-1940;5284
1537354088655;-15904;-1588;5024
1537354088657;-15780;-1632;4784
1537354088659;-15604;-1332;4716
1537354088661;-15848;-1720;4612
1537354088663;-15804;-1552;4344
1537354088665;-15708;-1760;4040
1537354088667;-15928;-1948;4428
1537354088669;-15964;-1796;4124
1537354088671;-15764;-1672;4024
1537354088673;-15716;-1688;3656
1537354088675;-15848;-1872;3320
1537354088678;-16056;-1776;3372
1537354088680;-16068;-1364;3116
1537354088682;-16144;-1640;2888
1537354088684;-16236;-1804;2648
1537354088686;-16380;-1308;2236
1537354088688;-16324;-1028;2228
1537354088690;-16548;-1128;2172
1537354088692;-17176;-1380;2044
1537354088694;-17224;-1648;1856
1537354088696;-17284;-1380;1720
1537354088698;-16864;-1408;1412
1537354088700;-16708;-1416;1512
1537354088702;-15464;3556;496
1537354088705;-14720;92;420
1537354088707;-15704;-1776;1056
1537354088709;-17432;-3080;2240
1537354088711;-17164;-2624;1880
1537354088713;-17444;-3408;1240
1537354088715;-17692;-3260;1084
1537354088717;-17776;-2120;748
1537354088719;-16668;-1796;584
1537354088721;-16064;-1128;740
1537354088723;-16216;-1748;1776
1537354088725;-16428;-2576;2144
1537354088727;-16472;-3128;2088
1537354088729;-16096;-3460;2084
1537354088732;-15872;-3348;2032
1537354088734;-16256;-3004;2328
1537354088736;-16104;-3172;2528
1537354088738;-15852;-2884;2668
1537354088740;-15880;-3188;2448
1537354088742;-15836;-3084;2436
1537354088744;-15792;-3248;2448
1537354088746;-16004;-3572;2600
1537354088748;-16012;-3484;2784
1537354088750;-16004;-3628;2700
1537354088752;-16312;-3864;2548
1537354088755;-16460;-3740;2564
1537354088757;-16680;-3876;2428
1537354088759;-16544;-3636;2384
1537354088761;-16616;-3588;2508
1537354088763;-16592;-3660;2516
1537354088765;-16416;-3216;2304
1537354088767;-16656;-3260;2180
1537354088769;-16424;-3144;2188
1537354088771;-16504;-2988;2252
1537354088773;-16360;-3140;2380
1537354088775;-16640;-2988;2520
1537354088777;-16484;-3068;2348
1537354088779;-16376;-3008;2376
1537354088782;-16472;-2908;2204
1537354088784;-16252;-2764;2200
1537354088786;-16260;-2736;1996
1537354088788;-16256;-2628;1880
1537354088790;-16208;-2600;1884
1537354088792;-16128;-2772;1752
1537354088794;-16372;-2676;1852
1537354088796;-16104;-2512;1704
1537354088798;-15892;-2704;1848
1537354088800;-16024;-2536;1588
1537354088802;-15852;-2580;1652
1537354088804;-15584;-2424;1600
1537354088806;-15884;-2192;1644
1537354088809;-16152;-2048;1480
1537354088811;-16192;-1852;1644
1537354088813;-15976;-1880;1428
1537354088815;-15856;-1688;1272
1537354088817;-15996;-1696;1092
1537354088819;-16224;-1720;1100
1537354088821;-15900;-1684;1264
1537354088823;-15892;-1384;1144
1537354088825;-16236;-1392;1104
1537354088827;-16184;-1388;868
1537354088829;-16312;-1232;816
1537354088831;-16156;-1092;1004
1537354088833;-16112;-1116;636
1537354088836;-16312;-1088;664
1537354088838;-16040;-892;788
1537354088840;-16144;-992;704
1537354088842;-15996;-904;532
1537354088844;-16036;-832;520
1537354088846;-15992;-896;608
1537354088848;-16248;-812;856
1537354088850;-16060;-900;896
1537354088852;-16188;-740;776
1537354088854;-16076;-956;800
1537354088856;-16096;-968;944
1537354088858;-16112;-868;1356
1537354088860;-16108;-832;1232
1537354088863;-16076;-976;1128
1537354088865;-15868;-1016;1140
1537354088867;-16012;-980;1216
1537354088869;-16044;-1020;1020
1537354088871;-15932;-1076;924
1537354088873;-16120;-1092;940
1537354088875;-15980;-1100;880
1537354088877;-15976;-1148;664
1537354088879;-16300;-1284;744
1537354088881;-16084;-1240;972
1537354088883;-16164;-1204;1156
1537354088886;-16048;-1292;1192
1537354088888;-15868;-1200;1188
1537354088890;-16252;-1140;1276
1537354088892;-16348;-1164;1492
1537354088894;-16376;-1076;1160
1537354088896;-16216;-1012;1160
1537354088898;-16428;-984;1288
1537354088900;-16404;-824;1388
1537354088902;-16536;-1100;1408
1537354088904;-16380;-832;1320
1537354088906;-16468;-704;1612
1537354088908;-16564;-828;1708
1537354088910;-16580;-860;1708
1537354088913;-16364;460;1868
1537354088915;-16752;960;1768
1537354088917;-16464;-660;2396
1537354088919;-16812;-2144;2696
1537354088921;-17012;-1316;2612
